Brand,Processor_Speed,RAM_Size,Storage_Capacity,Screen_Size,Weight,Price,Price_Hashed,Brand_Hashed,Price_Encrypted,Brand_Encrypted
Asus,3.835917536922537,4,1000,14.295858628880625,3.0923383250314984,31967.607631536364,cc5d53247bb05bf452e7a6fb5f299dd4e7b77719007d2f200ab2fb497c02e29c,398ef1e5b4a9550bf7be599cb6f97d9e3de83acb4d942e04d9e8ad772897ffa2,gAAAAABoHHKY_Z8qeLCXPDmMJ3uaGK2VKO0phJCvQv0yhVpVIahwuzy8m0-dOHn-AhVcdejRfU6DRYlwFkW0mtdXpGATsQfq0-PmvOgccQzi0COmbosF-NM=,gAAAAABoHHKYUo7vDn7kpvu9w7qEKpiaS-EU6BOMNHXXpwh14olNECBeWjMdH4Xs0Su4uJ_XPJKRW9YACdlAvyXMQ7dQXXQSpQ==
Lenovo,3.813921282266941,32,512,12.871904121958512,3.6986450472578496,18534.108629919712,06b3c6ca37e5fef3ba7f69c3b11f896842f0e9f4bfba72137e429be10171e1d4,acec4064d0fcc0d59e8178f5feda22f65c16052768b7babd91f529b129b8074d,gAAAAABoHHKY2Kpmmcg6Rm06P7Z_iban8tpYVt5FMLesvsj40H2LfYrNmrQTDu-DRbn66Q-dB-sE4x2mRqDexn-se_oGBKchrX3KX8OS3NbpEAK4NHuXmEk=,gAAAAABoHHKYUnjrUOr8vU4mH48y6OX15K6wcgXYNltWOSqPHqhi2kvg3JG0-64ft4ebiJ__eqr9_NpvMKztlhx0YNt2VJ7vMA==
Acer,2.6270984285103305,8,512,13.895002521412165,2.018772413079411,17495.98363758707,1c3514d02fadb490459d0621f8dbb4840dad5e1467ec32970d1c56ec0a074452,42a25e76de60584238905609739a4b0bdca7bf7df9a55a68aae15633e84aa931,gAAAAABoHHKYO5hg44duto4kQr2SHPvGTYLXdtYuwKgjneWpeiRfTQswUek86KDfD8D9bA1zSbm1IPpmOKLAmk3_BhMp3qx3SbhUvT7wAFz1z68VxMV_7uw=,gAAAAABoHHKYmfiBmqP5uH3sd22AUuwK-f89xrJhgzsdic8ksmJXBBH4XMCwYG-LKfLCqip_VS4QgQ7sdnljT5LdMG9jvfg2Fw==
HP,1.783095114601888,16,256,14.040035893896476,2.1856571050414257,9731.982415267874,befd86541b00a1beea95c3c064e3b21738217b541cea9ae39e76d682df68a607,9449a7aaa80c99ead5ca08d4c72f0905780cb5008036127b26fe20da07419ac0,gAAAAABoHHKYecdZzc8w0Qse9FlV5qtSOK2lRwqVFWYpT5cXgTJMpk3XnzGx2RwByd9XTL-5Bv8-UwKxVaupHl0bVyGrJYNlhCRMYDaSCBExnY--4Aw7NA0=,gAAAAABoHHKYU1gs2ZuNTRRQyhGqG32RDQ911g0qCpYwhLkMbqPONoS7SlyVN-PfVmpMleBiQnQBlm6pp6aNkdYx0EN5bx-Ihg==
Asus,3.962102997405837,8,256,13.323423627068577,3.6061038235449536,9831.389961542602,a32e8112ad4cca6a4c5b4678e9a84823ea26fe724850bb8cd552aa77253725ac,398ef1e5b4a9550bf7be599cb6f97d9e3de83acb4d942e04d9e8ad772897ffa2,gAAAAABoHHKYUKmZDvzQEyKy2V1xDMXz7dRbZc-iEf2Dn8FYvV2CIkvmYz9KhR52tpwGvLlATOhhp5yPF-TKTJZLMq5fwnbezI2C7M5LVuneHq5OxJJSDAg=,gAAAAABoHHKYOIujU9EkRmDK34tK0dCXb6EmghynWWCOOVcF-fJbolwHnR1ru4IfdDxAQ_cFYC2tHKDyACS66pr8yq2N2W2wng==
HP,3.5972452161148354,32,256,16.439433264032978,3.698214939344495,11038.928125612205,4420f8ed435ae6dc11e3dc607559dac0f8f97e03fb44dfdbee0d3cad3dfdba7e,9449a7aaa80c99ead5ca08d4c72f0905780cb5008036127b26fe20da07419ac0,gAAAAABoHHKYwolrabV-HlKntpwBx77gr7ehf2V3FcJPgu2aSk0_4Yt0Alno0VlmW07E31OS0mu7EsV3AHk3a_YCfbbGHHrStMiX_A5l2mkO9kIl2C_o6F0=,gAAAAABoHHKYlcJ-dYvlQ8q_KcAnAbSPeHLyvJQD6Yz6R-bd9Jumx2b-UNzDUhrOB2ZTXcWilJy1upuYYykHJN5wQWG5e2uj6A==
Asus,1.8116567030081672,16,256,11.096371189886035,4.254358833378031,8971.512504748447,da2d995346a35c31f2cb036ddd79a0f5a9a4140da81b88c8c7419a60fef40691,398ef1e5b4a9550bf7be599cb6f97d9e3de83acb4d942e04d9e8ad772897ffa2,gAAAAABoHHKYCZCqu8aLO2quHinjeee9cVTbORAM0OHKim4eximqOo0arlTKOA6l5c-bKt4NUxHdX61AGRp6qAb9QZmGheWQP0bKItorRBsYf8zCBMjyCak=,gAAAAABoHHKY2bNEEUefgDGJHNMQFlIkwFe3olGRP_pSX4nUctjvcnCZ--Iui491vlcJ4J0i66l49rr70tzjVnLf9XVHKiqcmw==
Acer,3.802104706543431,32,256,15.693027578547476,2.3958959588718853,10915.05717304083,d8763bc92b2968e21aba7a08f16922ca22d9c5248a821c374ced1c8603cde768,42a25e76de60584238905609739a4b0bdca7bf7df9a55a68aae15633e84aa931,gAAAAABoHHKY7nW23-l97TpTII9XozilHMKNQKXk_dVqGGMQ_7XvtHqzz_PAlCsY8tQV6DTJjjlpasTYxGkjbN2wV8KFQ486s6eQRZu9T23-kQIECqXJz_8=,gAAAAABoHHKYKPvzkZYiyexE5f9ALyYGUy3QGySETqkfaZlF5_WB-p72j4DKtB7-VfU6LcNklYB8DMsv5F885BxIcz5ZvNUekg==
Dell,3.674740905155321,16,256,11.746296987447948,3.539549251270336,9637.891638203962,00efcb1507b5ab10a2e80b37f59ea694bd3b66f7ad09eb9310f3cf9b61bbc826,e9c5e07631ef4658d1b0613f0bf1e906f2d3471ed62264bf41d22151b592a618,gAAAAABoHHKYIxVD5MWmhtckX-3eJWKq_URqiRP6nrN3DeHkCH6Z1BN0podHqkM3wIYrTYsTa4i2mHzuSxTy_Am7TpKvK7ng1U0ozAZHnz4EEuZw-nJ0yyA=,gAAAAABoHHKYCTlMnI0oO5dvsUzOUnnIVIadOdAzwz3utaDV37uRkxSWTynu0yJk7LVjRsedtW6N1Yd56SXOWd8hjCyPHuOQ_A==
Asus,2.79709514281518,16,256,15.785284163223196,2.5833429332950657,9593.110592180388,930869f03827b8fa2e51641ee24f5bddb5e01a20a0d0575dad7f009c3f54e02d,398ef1e5b4a9550bf7be599cb6f97d9e3de83acb4d942e04d9e8ad772897ffa2,gAAAAABoHHKYcFuJkaRgeh4x_fNDEW7ARnhe2ln33RP8vQX3qP-fqH29KylJtmrXwrXYbr_Zu3Ol8vhfFgbVdsg1OhU27118tGzy-pd6FOaj6z9D80XYU-8=,gAAAAABoHHKYmDsq599xa4Jphr3JASL_nUiWFXqpZcpDE2UjJ7_Bg0V6VL1OWA8mLCF9P20_k8jihlrLXxczjqitvCWBaYvEUw==
HP,2.9781885893623232,16,1000,14.695471494060328,2.279588358688084,31965.356609806408,02ef9675ecf6c0700c0986428113b2d9f188e11c68256e5bffd9d5d19577984c,9449a7aaa80c99ead5ca08d4c72f0905780cb5008036127b26fe20da07419ac0,gAAAAABoHHKYLx9en-x18T-3PzSwXIXmIGc157bTLUVDsZGHOLNBVzNdg3XPqtWPzWjjL_bD_W00C6l9H1ng1voeTJwplbWtfRHK5ye-0lRmzOMMo6VVb4I=,gAAAAABoHHKYYQSjiHW504CFqCS6XmfTx36FnBEUM_C94vp09xRb0smtcDB0Z4QYfGUQtYHxs45fy-CbfDFxUXgqB31aOcJ-Bg==
Acer,2.4975067596753258,16,1000,16.059668545618415,3.231487382181664,32025.836689022144,fb3010b57354259609e2272ea204296bd8b47c3d478f52bcd58c35afae20ee9b,42a25e76de60584238905609739a4b0bdca7bf7df9a55a68aae15633e84aa931,gAAAAABoHHKYmSufdyRVYjZUGUIapT9joXAFzlvOROProPyrb0PHvZtlPZlizAfz6j4z6dSniHYwHTDlsRIhiJidxIDtSpSwXaBEUZ_SyFrnsyAuW2D1bJk=,gAAAAABoHHKYBB0nSbq-bhpyFv-Iw2WVFD_WdWcyS4RA7GfqjYyPobvdyFhOpQkMz8Ob3yOCNBEyzjUBUqDn87qfMNk_M8QP6A==
Asus,1.6369040970550783,32,1000,11.585085953845384,2.490009944267172,32764.274431192796,cbae35da1050476bf6a78fd4f3dced832ea62d45e530cfadb2ef28a46a34e3e0,398ef1e5b4a9550bf7be599cb6f97d9e3de83acb4d942e04d9e8ad772897ffa2,gAAAAABoHHKYNIZU0zksTBJ8up4WSS-Tgf-7WWktpZwCh4S1NycEAtdBgotmUEC0cDZA4j__oMPMm0L7ZcbQeP9Z-pDvkEVxSBIK8M6ua6XQBpJG4nJxmM0=,gAAAAABoHHKYZO8KL2NLqza4K-3Qrr04Xvi9f5mMiDjI0GowrIguOgbYPSDX_XcSk6Rb1KNmhsQBXx8b_6zkxE8-eEa7d3S4Fw==
Dell,2.3379931041147524,16,1000,14.353883804598643,2.665345934576956,32114.82080257049,ed452aaa31a310735f7ffcd56cb9248651bd8acbd6c69fb96fafc6953236dd84,e9c5e07631ef4658d1b0613f0bf1e906f2d3471ed62264bf41d22151b592a618,gAAAAABoHHKY9lizzegqhlZPfKGWiT-9DlPbgYaSohjwA9beTCnRzWEe1xnhL0Ftk4xxMduyzajhW9lPcS5rOscYGV6JVi8PgDJd0vmDOq_aEku5BLVe5OE=,gAAAAABoHHKYygCeW-F5WuL1SSAzi0pK0fJFi1TQgtMvLrCk4-2NGhANoDNxcMlnv0IG7wAnU8D8FsdMgoHF3IprW51NFGd0aw==
Dell,3.5071336214950284,16,256,14.006527281573184,2.9526637396085054,9929.514355970863,dec7b1d514c07bbe63b2c519099c481a97e24d85c32cac666b144707e78c6661,e9c5e07631ef4658d1b0613f0bf1e906f2d3471ed62264bf41d22151b592a618,gAAAAABoHHKYjiF7QbQUhjvq52sxsRx7DWMtjAkXDEsrb3qCOEC7tPHAUqORNdShvGbJTiaXPT-SH9VGcB9xIRgB5-Qpu6QEwqz0TUNsZ5sVuPVKJ5SuSRQ=,gAAAAABoHHKY2Uj7p07lWtsMKIF0iyzSndNnTb-rZBYlcUlP2a-3UDiVm4eucektUufRv32OcuAJqf_ssvELNp1JifOSALaH6Q==
Lenovo,1.511580057511507,8,1000,15.237159097780152,2.7781652022295886,31623.8142296768,2d27e50e39363c6a49605a4ec8e9d736b62c064415b155412dbae2d4829a72c0,acec4064d0fcc0d59e8178f5feda22f65c16052768b7babd91f529b129b8074d,gAAAAABoHHKYIPyrbfSiSWSsnMNXPeT1O2OQAlRsUcVW_9x3TvvBYj93jj5kIcwc4Sk-tLJ2dYKe1fW5drkro0KQNoJiui8kws7oB-h1qCfF4m-WMs4HiyQ=,gAAAAABoHHKYjRyfgNjPgVK3Lfbk2W9Q5W9fdNscY8LHa18zobgZZL7zIT4ca4dNVjBuYnWN3OLI59m-FG-_zpW-xz8WTL5UUg==
Lenovo,2.3337479292278607,4,256,14.205743311362054,2.2627738922178398,9264.933977469056,652e45cefdf8571ad409a4c6e3cc79d84c9ebed27f369f963f0cc0107f8f9d21,acec4064d0fcc0d59e8178f5feda22f65c16052768b7babd91f529b129b8074d,gAAAAABoHHKY9kDFGF3REBDDIt3pu-qw_XHqRhK8v1slVYZL2YxvwtmkE2llgkBd1bgkNUYTt91ZfFMFLVUj_1_PvXtcMundY7WiowiB8HAmQsr7ZrxHp4s=,gAAAAABoHHKYeG8eKa7LgOdRLsxOtqvuTDlvENQGAVss8BTWlE_NwquNwijLh7HXN90bGMagG13NRxvnSdbG52_Zc9D2IMLw7A==
HP,2.4954217339773583,4,1000,14.244407402798624,2.2697487345791068,31549.79984535232,0255d396cd032c9138f6ffd46972885178db193b25a91312565920c91edb9178,9449a7aaa80c99ead5ca08d4c72f0905780cb5008036127b26fe20da07419ac0,gAAAAABoHHKYkVqmlFRiS4MHtN6chEY-L-TPl0EA90Ao0PV4ou75SYKK4vHs49MOiqjtPMv9QftepwfWJlc0yCez2GiqDRSTYn-A3-5OjGdATYtXNrKYJTs=,gAAAAABoHHKY125pXqjrQmmMOj0Ts8UrhcPVQqr2b0nZMeNyZltVFv-Hz21TtQF32c-6DPXnYLuMnl2R9GnSNPRoGRTpifCX0g==
Asus,2.843489007344808,8,512,13.577575661456388,2.5797482457025045,16729.550875026107,625987ba72165c964b59d7fabea4812c983696715f9e3203415281c66406fb89,398ef1e5b4a9550bf7be599cb6f97d9e3de83acb4d942e04d9e8ad772897ffa2,gAAAAABoHHKYUEg67YUirQRZR24dVPhnD1-2_9530ZlBBnSyXnKP7zyLNzhSrOj60L6YTp9KMrvzAoRutn_gL0dRqnkCuvbcs8JsAzUwfl3koct4m9Jfwzc=,gAAAAABoHHKY7PuvxHQ0eX8delnQPdxWp9WZTRuI3mPk8Xu33iGTF7FqgKHpbnI7RIBTq3zEBw_m-50qOBWEHSCdwxJfZ-OVHg==
Asus,3.799639041031901,8,1000,12.853006544044046,2.151677563878617,31747.60460557713,12b6528f5ac80e5cb439f9a807d261eccd39a7607f80dc1a47c4405a8bd1d483,398ef1e5b4a9550bf7be599cb6f97d9e3de83acb4d942e04d9e8ad772897ffa2,gAAAAABoHHKY-Rh787a0xMz1Mcq73B1Ki4S-Eiry66U8_KEILO9oMkGRE0yBB4a9XFJaDeWiqlygf3vFIj2QhdurRRzeRkfuYSOL_s_ZYMRhF8Ap3_3pt1U=,gAAAAABoHHKYVwNRr-rUwRkEOZcFdKS5U3nl4XuEpQQsY7jWiw26vHKm4SG517RT09cz2acmkrD8yto2Ag2tsBuZJ9NSeM-BaQ==
Lenovo,2.3658649859149032,32,1000,13.893586167513153,3.8793710590307815,32817.51657673146,d6ebcbe3ebd36677116c133cb727bdc1c09dd31c53dc2a141ea19ae7e9cbd715,acec4064d0fcc0d59e8178f5feda22f65c16052768b7babd91f529b129b8074d,gAAAAABoHHKYyUl6I4HG0uWmhxNRTDq2f3TwcmEyXYY5TMu5TGJadmkVua3FNetQzJZGjDs0N2PPuublRSH1ndhMYaJdyJw6uqpvchI0tRzhCxWNiezBQL0=,gAAAAABoHHKY2vk4VH77Q8vJs2fhOBZdR9oquWXgo-fNjP098Cw43iTx-TnmssjGzgmv42Xm40v_hM94dAOFenCb6VHoxpxuGQ==
Asus,2.367383004740569,32,256,11.710954152610404,2.8619801495267057,10605.76645913327,e768cdc66143f7c83c77a097084ad0d2bf67098c9a661a45762b7ede4fa7d454,398ef1e5b4a9550bf7be599cb6f97d9e3de83acb4d942e04d9e8ad772897ffa2,gAAAAABoHHKYltw547cCLtKaDukFhnYoshG-vSF1AulG9bnjR9CUspZTODKXEZBCJiuDD-K6fMj8jZmonKbv_oGTV9dhePlRKFwJioXcXRMXl-5YA74fhz8=,gAAAAABoHHKYDF2-rfZSqKBHbVBze9TiUYE46cNSY6c7o55yqrAg18IOlHRx17I5ZKQKJAavCmJ7riYx95vBDIjXGercmPw36A==
Asus,3.343753120274371,32,1000,16.769080033898508,2.839237903307213,32810.02391415497,412ffd74cb04923222c33671aac8652a9aa5789d35a3bf2dcb0107494bb4b3d4,398ef1e5b4a9550bf7be599cb6f97d9e3de83acb4d942e04d9e8ad772897ffa2,gAAAAABoHHKYIRPPNrtLJnf8kcRRTE3CVBPpl6nF-EBzdlFLsZJt_xylEw8lzVhHrmjjggABKkXWWNKnv95-06wPQxee5nroSUw5xKUfLnnYytXdYdX2vU0=,gAAAAABoHHKY7YOqXhp87yjptAZcDjmGi_ceEsZZeS7yGFY3FZwO-Q8sxndKZi_UWVrYgjoPDE4hIYjdAs_ql-qznl1ozZr2JQ==
Dell,2.630544852224518,8,512,15.286464581759589,2.9959948827132954,17059.609275297906,0bfcb30df696e40089e724d7d8447b405163b82f2a609ad12db0214db50ead94,e9c5e07631ef4658d1b0613f0bf1e906f2d3471ed62264bf41d22151b592a618,gAAAAABoHHKYDJQpfAdrJaaF9z5Jfg-eY9CYQpYdkaIE4P_U37I-FaFy2t85SUvy91ROmPydAECXc4dmNgDha5Pj2rbsw2wDpwPNmD2BRRFmyW2dfzw6eBo=,gAAAAABoHHKYw1LpYBMPUDeuhPyViheCnDLXCx9M5Sv2NbQbLhAd5KqTgExM8KEGiYTvlfdcR8djLOMaR_ZMPQGjolvoTdc-XQ==
Lenovo,2.061512057349955,8,256,16.71480270012708,3.988388822629165,8973.58968596835,4c2d77ffc3a39a47bc67ccbda5d2f30293c0401cbf87baa33e66a067c594150c,acec4064d0fcc0d59e8178f5feda22f65c16052768b7babd91f529b129b8074d,gAAAAABoHHKYwHKNhbMRhaBwEYBS2ttHa2sV3F7NOm88wL-JF63PanHM0WGprZvN8iZZSL7X0Z7lmyUieQWLbCB78adwnXvlnnerSRtlF7jgmAofS3XWiK0=,gAAAAABoHHKYC4yykrDBUKuKnPoHnUWhW31vz1pS_qBGD-5ROdPwcbZ_eCCbdM9cjLVmvGjsA2WNOGRn3pOiusD0mIpinfPaNA==
Acer,2.6310987903317336,16,256,12.36036429397978,4.611901644450471,9912.491624645294,20da83692f8fd2b7941383ca2b0706a7f29b84b742b5c4480f43bce03aab1f11,42a25e76de60584238905609739a4b0bdca7bf7df9a55a68aae15633e84aa931,gAAAAABoHHKYGSQhuTzmnE_3iz0NWTC2kvX-tvXC_H92TeIDgGYEvAQ_dKuFY5vQAF6JaKUhrlme4u9EEzauL-h4gwE54ENOR8Fi2RV51GHyl0EwelscVso=,gAAAAABoHHKYENRik2gwq04MZmhBySM2tq2JH2tdauL370a_DOfz1xyyBQ64tlbe3GBl8Uw9IuP7AkIfQ73LGZDVg6vYJrY98w==
Lenovo,1.8521425509494995,32,1000,16.276046121059167,4.277260797666916,32801.64628030737,a166ef232bb8fe9b718ec02934b7ae843c9a54f0cb3e780d0ec0c7343dcbe94a,acec4064d0fcc0d59e8178f5feda22f65c16052768b7babd91f529b129b8074d,gAAAAABoHHKY_wSeznSADMI28O-ZUNUSF0pDexNaavwt0xUHXlHfsusNHNZO4yz1XZYTeVh4R3OTyRhc8EkiuRhhxlA_eogXkCCv7fnYmbeQUw5JF6G7n6Y=,gAAAAABoHHKYmDJitKLB5ZGY3Y6C5wuiPGN0srMvgCHDglM-U73nVAbPfE_iECZR0STXDRRQFa92VExXIXNZq0BkdKVUx8Bp_g==
Acer,1.9409674662655585,32,256,15.852739907381231,4.182587690675285,10174.195207302795,dad529924f59169af1353c38bc3b3c6fbfea4f6a096a4afad994cb8d54caddd1,42a25e76de60584238905609739a4b0bdca7bf7df9a55a68aae15633e84aa931,gAAAAABoHHKYZJ6ict4aTvLn_EwzkEuXiqF5eC7mkMhPIUy5wDqqMYCQRzjD5KKhJPg208SPTp8kRMtBKB0avGG5a1PohxvifUcDOitW_uyrxq0BeLfOyyQ=,gAAAAABoHHKYvO-WqNJ24ou3xWCd8o9jAP0oO7SiXLTcDS_x9wPOknG3TcUrpd09h7iVK2RIyJ8Hn0o_bbEut84ds1ChY_w0hg==
Dell,2.7459194318486992,32,256,15.06291447474604,3.453173556802548,10325.364732735776,36a79cb64e6a556c7fe1f8828546a70ff50654e5fce7963737899e33ebbf95e0,e9c5e07631ef4658d1b0613f0bf1e906f2d3471ed62264bf41d22151b592a618,gAAAAABoHHKYgG7hE19BG2yM-NSLKXHT3XIM8BV3ZMRqPKDCscKGs5mBY9GIt2gbkE9kq1PKpW1fTry-JvnWYwsNvYXpJ8lgXXddaKcKTixQdi11ygEf56Q=,gAAAAABoHHKYLNGaTgUMF3D2PzeoG_LYwWJ8A9jRaK_lFRzoBIAkXWnXd0EAP-kFFVV_guUlpsqgPi_U4WMf5E4GCHNSAgBdzQ==
HP,2.5473136237613696,4,256,14.750175116511237,4.081416670902235,9221.138434690329,5117640f2a737f124847e18d716399a1cb47082b202aefa3c3290f0185efb0cf,9449a7aaa80c99ead5ca08d4c72f0905780cb5008036127b26fe20da07419ac0,gAAAAABoHHKYd5nUoYGITDYyuWfUgCe1mDrkaVj88dxm63v6hi64SaZNu7KXC6eHaYKBFGUNP813nZ3D3Mbe9y_gh6IVYqdaz2KfYWfxfpp135b-cp0nW7A=,gAAAAABoHHKYB7NL4HjGXoeOTpz9SXeLfLqP8nbP2jyij6wB_H47ji781ObytRf4u9NLT4-je2BbkZqVUk8kUQFQwLAs5MsJ0w==
Asus,3.78711475267025,16,256,12.89929799160722,3.658287104100749,10233.785822237818,4495eba2f9fb5bfa52d53962e6cfad51673111e4f0716b8383fa1e7c98d22c1c,398ef1e5b4a9550bf7be599cb6f97d9e3de83acb4d942e04d9e8ad772897ffa2,gAAAAABoHHKYG-TKBIH7VgELYY1nB4Z7zjQJLIMCoh4vFXRY-beuLOThjE4RHDeXBDk8BcbsHnlEoJIUj-ksz7PQSU6hlGiLaK-cH062SHXfi3mAQwIf3A8=,gAAAAABoHHKYJAPkJFfg5_YRe-B9GJ_Zxx8hsrV6HLtu_g8nIYW8oE-V42aNkEpm7V91TBzlnMle1hlCcw7sgAGrdWULsR5FoA==
